session_id,user_id,session_date,platform,app_version
S372,U07389,01-01-2025,Android,1
S373,U02927,01-01-2025,Android,1
S374,U01122,01-01-2025,iOS,1
S375,U02911,01-01-2025,Android,1
S376,U08147,01-01-2025,Android,2
S377,U07384,01-01-2025,Android,2
S378,U03483,01-01-2025,iOS,2
S379,U00796,01-01-2025,Android,1
S380,U01576,01-01-2025,iOS,2
S381,U06177,01-01-2025,Android,1
S382,U06267,01-01-2025,iOS,1
S383,U02459,01-01-2025,Android,1
S384,U03313,01-01-2025,iOS,1
S385,U01254,01-01-2025,Android,1
S386,U06835,01-01-2025,Android,2
S387,U08795,01-01-2025,Android,2
S388,U03838,01-01-2025,Android,1
S389,U04399,01-01-2025,iOS,1
S390,U03596,01-01-2025,iOS,1
S391,U06622,01-01-2025,Android,1
S392,U08383,01-01-2025,Android,1
S393,U02125,01-01-2025,iOS,1
S394,U03239,01-01-2025,Android,2
S395,U05404,01-01-2025,iOS,1
S396,U05999,01-01-2025,Android,1
S397,U05939,01-01-2025,iOS,2
S398,U02046,01-01-2025,iOS,2
S399,U01579,01-01-2025,Android,2
S400,U00015,01-01-2025,Android,1
S401,U02674,01-01-2025,Android,2
S402,U07017,01-01-2025,iOS,1
S403,U08721,01-01-2025,iOS,2
S404,U08850,01-01-2025,Android,1
S405,U04813,01-01-2025,iOS,1
S406,U01085,01-01-2025,Android,2
S407,U04984,01-01-2025,iOS,2
S408,U07156,01-01-2025,iOS,1
S409,U02885,01-01-2025,Android,2
S410,U00334,01-01-2025,Android,2
S411,U07205,01-01-2025,Android,1
S412,U04368,01-01-2025,Android,2
S413,U03080,01-01-2025,Android,1
S414,U07204,01-01-2025,Android,2
S415,U09910,01-01-2025,Android,1
S416,U08865,01-01-2025,Android,2
S417,U00264,01-01-2025,Android,1
S418,U04338,01-01-2025,Android,2
S419,U08896,01-01-2025,iOS,2
S420,U08448,01-01-2025,iOS,2
S421,U05904,01-01-2025,Android,2
S422,U01499,01-01-2025,iOS,2
S423,U04191,01-01-2025,Android,2
S424,U07486,01-01-2025,Android,2
S425,U09644,01-01-2025,Android,1
S426,U08311,01-01-2025,Android,1
S427,U07591,01-01-2025,Android,1
S428,U00501,01-01-2025,Android,2
S429,U09156,01-01-2025,Android,2
S430,U09415,01-01-2025,Android,1
S431,U03096,01-01-2025,iOS,2
S432,U04632,01-01-2025,Android,2
S433,U00368,01-01-2025,iOS,2
S434,U04059,01-01-2025,Android,1
S435,U08175,01-01-2025,Android,2
S436,U04631,01-01-2025,Android,2
S437,U06071,01-01-2025,Android,1
S438,U02665,01-01-2025,Android,2
S439,U01027,01-01-2025,Android,2
S440,U05909,01-01-2025,Android,2
S441,U05051,01-01-2025,iOS,2
S442,U06329,01-01-2025,iOS,1
S443,U09734,01-01-2025,Android,1
S444,U01692,01-01-2025,Android,2
S445,U00674,01-01-2025,Android,2
S446,U05573,01-01-2025,Android,2
S447,U05767,01-01-2025,Android,2
S448,U05157,01-01-2025,Android,1
S449,U00734,01-01-2025,Android,2
S450,U03527,01-01-2025,Android,2
S451,U00569,01-01-2025,Android,1
S452,U09188,01-01-2025,Android,2
S453,U02923,01-01-2025,iOS,1
S454,U07912,01-01-2025,Android,2
S455,U01559,01-01-2025,Android,1
S456,U00102,01-01-2025,Android,1
S457,U03008,01-01-2025,iOS,1
S458,U07202,01-01-2025,iOS,1
S459,U00304,01-01-2025,iOS,1
S460,U00077,01-01-2025,Android,2
S461,U06755,01-01-2025,Android,1
S462,U08630,01-01-2025,iOS,2
S463,U01209,01-01-2025,Android,1
S464,U07743,01-01-2025,iOS,1
S465,U08215,01-01-2025,iOS,2
S466,U08945,01-01-2025,Android,1
S467,U08414,01-01-2025,Android,2
S468,U01776,01-01-2025,iOS,2
S469,U03474,01-01-2025,Android,1
S470,U00484,01-01-2025,Android,2
S471,U02190,01-01-2025,Android,1
S472,U00347,01-01-2025,Android,1
S473,U05482,01-01-2025,iOS,2
S474,U08362,01-01-2025,Android,1
S475,U01473,01-01-2025,Android,1
S476,U05101,01-01-2025,Android,2
S477,U06766,01-01-2025,Android,1
S478,U08707,01-01-2025,Android,2
S479,U04930,01-01-2025,Android,2
S480,U06330,01-01-2025,Android,2
S481,U02610,01-01-2025,Android,2
S482,U00004,01-01-2025,Android,1
S483,U02214,01-01-2025,iOS,1
S484,U04828,01-01-2025,iOS,1
S485,U00857,01-01-2025,iOS,2
S486,U06978,01-01-2025,iOS,2
S487,U05886,01-01-2025,iOS,2
S488,U00625,01-01-2025,Android,1
S489,U00291,01-01-2025,Android,2
S490,U02019,01-01-2025,iOS,2
S491,U00669,01-01-2025,iOS,1
S492,U08922,01-01-2025,Android,1
S493,U08265,01-01-2025,Android,2
S494,U09697,01-01-2025,iOS,2
S495,U01632,01-01-2025,Android,1
S496,U05171,01-01-2025,Android,2
S497,U07206,01-01-2025,Android,1
S498,U02523,01-01-2025,Android,1
S499,U02216,01-01-2025,iOS,1
S500,U06969,01-01-2025,Android,1
S501,U06497,01-01-2025,Android,2
S502,U06214,01-01-2025,iOS,1
S503,U07033,01-01-2025,Android,1
S504,U07421,01-01-2025,Android,1
S505,U01108,01-01-2025,Android,2
S506,U00451,01-01-2025,iOS,2
S507,U06290,01-01-2025,Android,1
S508,U09967,01-01-2025,iOS,1
S509,U00136,01-01-2025,Android,1
S510,U01786,01-01-2025,Android,1
S511,U03405,01-01-2025,Android,1
S512,U02907,01-01-2025,iOS,1
S513,U08305,01-01-2025,Android,2
S514,U07493,01-01-2025,Android,1
S515,U06101,01-01-2025,iOS,1
S516,U04505,01-01-2025,iOS,1
S517,U05054,01-01-2025,Android,2
S518,U05206,01-01-2025,Android,1
S519,U04081,01-01-2025,Android,1
S520,U06919,01-01-2025,Android,1
S521,U06803,01-01-2025,Android,1
S522,U05207,01-01-2025,iOS,2
S523,U00533,01-01-2025,iOS,1
S524,U04831,01-01-2025,iOS,2
S525,U04039,01-01-2025,iOS,1
S526,U04085,01-01-2025,Android,2
S527,U03205,01-01-2025,Android,2
S528,U07111,01-01-2025,iOS,2
S529,U00331,01-01-2025,iOS,2
S530,U09537,02-01-2025,Android,1
S531,U06193,02-01-2025,iOS,2
S532,U05821,02-01-2025,Android,1
S533,U05127,02-01-2025,iOS,2
S534,U06427,02-01-2025,iOS,1
S535,U07133,02-01-2025,Android,2
S536,U02970,02-01-2025,Android,2
S537,U01298,02-01-2025,Android,2
S538,U09266,02-01-2025,iOS,1
S539,U04280,02-01-2025,Android,2
S540,U07801,02-01-2025,Android,2
S541,U07552,02-01-2025,iOS,2
S542,U04331,02-01-2025,Android,1
S543,U00681,02-01-2025,iOS,2
S544,U04443,02-01-2025,iOS,1
S545,U02648,02-01-2025,Android,2
S546,U01820,02-01-2025,iOS,2
S547,U00045,02-01-2025,Android,1
S548,U06358,02-01-2025,Android,2
S549,U02528,02-01-2025,Android,1
S550,U07439,02-01-2025,Android,2
S551,U08531,02-01-2025,Android,2
S552,U09867,02-01-2025,iOS,1
S553,U09782,02-01-2025,Android,2
S554,U06881,02-01-2025,Android,1
S555,U06670,02-01-2025,iOS,2
S556,U06273,02-01-2025,iOS,1
S557,U09594,02-01-2025,Android,1
S558,U09799,02-01-2025,Android,2
S559,U01137,02-01-2025,Android,2
S560,U03499,02-01-2025,Android,1
S561,U04984,02-01-2025,iOS,1
S562,U05042,02-01-2025,Android,1
S563,U07757,02-01-2025,Android,1
S564,U04433,02-01-2025,Android,2
S565,U00970,02-01-2025,iOS,2
S566,U01871,02-01-2025,Android,2
S567,U09619,02-01-2025,Android,2
S568,U02091,02-01-2025,Android,1
S569,U05995,02-01-2025,iOS,2
S570,U07540,02-01-2025,iOS,1
S571,U04389,02-01-2025,Android,2
S572,U06927,02-01-2025,Android,2
S573,U05117,02-01-2025,Android,1
S574,U09231,02-01-2025,iOS,2
S575,U08930,02-01-2025,iOS,2
S576,U09041,02-01-2025,Android,1
S577,U09646,02-01-2025,iOS,1
S578,U03590,02-01-2025,Android,2
S579,U09836,02-01-2025,Android,1
S580,U09318,02-01-2025,Android,2
S581,U06200,02-01-2025,iOS,2
S582,U08305,02-01-2025,Android,1
S583,U04192,02-01-2025,Android,1
S584,U03166,02-01-2025,Android,1
S585,U09612,02-01-2025,Android,1
S586,U02918,02-01-2025,Android,2
S587,U00745,02-01-2025,Android,1
S588,U08859,02-01-2025,iOS,1
S589,U01244,02-01-2025,iOS,1
S590,U09280,02-01-2025,iOS,1
S591,U04213,02-01-2025,iOS,1
S592,U09427,02-01-2025,iOS,1
S593,U01273,02-01-2025,Android,2
S594,U08414,02-01-2025,Android,2
S595,U09545,02-01-2025,Android,1
S596,U09735,02-01-2025,iOS,1
S597,U04348,02-01-2025,Android,2
S598,U02128,02-01-2025,iOS,2
S599,U03495,02-01-2025,Android,2
S600,U02813,02-01-2025,Android,1
S601,U05873,02-01-2025,iOS,1
S602,U03533,02-01-2025,Android,1
S603,U02535,02-01-2025,iOS,2
S604,U09611,02-01-2025,Android,1
S605,U03610,02-01-2025,iOS,2
S606,U03083,02-01-2025,Android,1
S607,U07527,02-01-2025,Android,1
S608,U09049,02-01-2025,iOS,1
S609,U04484,02-01-2025,Android,2
S610,U05721,02-01-2025,iOS,2
S611,U04744,02-01-2025,Android,1
S612,U09986,02-01-2025,Android,1
S613,U08400,02-01-2025,Android,2
S614,U00154,02-01-2025,Android,1
S615,U00022,02-01-2025,Android,2
S616,U03051,02-01-2025,Android,2
S617,U02820,02-01-2025,Android,1
S618,U08891,02-01-2025,Android,1
S619,U00504,02-01-2025,iOS,2
S620,U02014,02-01-2025,Android,2
S621,U06076,02-01-2025,Android,1
S622,U02581,02-01-2025,iOS,1
S623,U03865,02-01-2025,Android,1
S624,U06933,02-01-2025,Android,2
S625,U00037,02-01-2025,Android,1
S626,U07621,02-01-2025,Android,1
S627,U05972,02-01-2025,iOS,2
S628,U04326,02-01-2025,Android,1
S629,U07948,02-01-2025,iOS,1
S630,U07691,02-01-2025,Android,1
S631,U04081,02-01-2025,iOS,1
S632,U09755,02-01-2025,Android,1
S633,U07347,02-01-2025,Android,2
S634,U07311,02-01-2025,Android,1
S635,U02517,02-01-2025,Android,1
S636,U06416,02-01-2025,iOS,2
S637,U03795,02-01-2025,Android,1
S638,U04820,02-01-2025,Android,2
S639,U00641,02-01-2025,iOS,1
S640,U08240,02-01-2025,Android,2
S641,U01002,02-01-2025,iOS,1
S642,U02993,02-01-2025,Android,1
S643,U08051,02-01-2025,iOS,2
S644,U05106,02-01-2025,Android,1
S645,U04323,02-01-2025,Android,1
S646,U07931,02-01-2025,Android,1
S647,U07271,02-01-2025,Android,2
S648,U09902,02-01-2025,Android,1
S649,U03427,02-01-2025,Android,2
S650,U03534,02-01-2025,Android,2
S651,U00699,02-01-2025,Android,2
S652,U00475,02-01-2025,iOS,2
S653,U03526,02-01-2025,iOS,1
S654,U03806,02-01-2025,Android,1
S655,U04935,02-01-2025,Android,2
S656,U06501,02-01-2025,iOS,1
S657,U08008,02-01-2025,Android,1
S658,U08543,02-01-2025,Android,1
S659,U07305,02-01-2025,iOS,1
S660,U08923,02-01-2025,Android,2
S661,U04450,02-01-2025,Android,1
S662,U08286,02-01-2025,Android,1
S663,U09364,02-01-2025,iOS,2
S664,U03353,02-01-2025,Android,2
S665,U05245,02-01-2025,Android,2
S666,U01729,02-01-2025,iOS,2
S667,U07893,02-01-2025,Android,1
S668,U04726,02-01-2025,Android,2
S669,U09473,02-01-2025,Android,1
S670,U09428,02-01-2025,iOS,1
S671,U00693,02-01-2025,Android,1
S672,U07588,02-01-2025,Android,1
S673,U09435,02-01-2025,Android,1
S674,U05709,02-01-2025,Android,2
S675,U00682,02-01-2025,Android,2
S676,U03503,02-01-2025,Android,2
S677,U04197,02-01-2025,iOS,1
S678,U03519,02-01-2025,Android,2
S679,U09451,02-01-2025,Android,1
S680,U06062,02-01-2025,Android,2
S681,U00895,02-01-2025,iOS,1
S682,U05534,02-01-2025,Android,1
S683,U04712,02-01-2025,Android,1
S684,U00607,02-01-2025,Android,1
S685,U06137,02-01-2025,Android,2
S686,U05289,02-01-2025,Android,1
S687,U07782,02-01-2025,Android,2
S688,U07777,02-01-2025,iOS,2
S689,U01312,02-01-2025,Android,2
S690,U03336,02-01-2025,Android,1
S691,U01118,02-01-2025,Android,2
S692,U04772,02-01-2025,iOS,2
S693,U04337,02-01-2025,iOS,1
S694,U06331,02-01-2025,Android,1
S695,U07364,02-01-2025,iOS,1
S696,U02764,02-01-2025,iOS,1
S697,U06017,02-01-2025,Android,1
S698,U02072,02-01-2025,Android,2
S699,U08940,02-01-2025,Android,1
S700,U00732,02-01-2025,Android,1
S701,U02354,02-01-2025,Android,1
S702,U08440,02-01-2025,iOS,1
S703,U07180,02-01-2025,Android,2
S704,U03698,02-01-2025,Android,1
S705,U08892,02-01-2025,Android,1
S706,U04481,02-01-2025,Android,1
S707,U06356,02-01-2025,iOS,2
S708,U03484,02-01-2025,Android,1
S709,U03980,02-01-2025,Android,1
S710,U02352,02-01-2025,iOS,2
S711,U01093,02-01-2025,Android,2
S712,U09156,02-01-2025,Android,2
S713,U09849,02-01-2025,iOS,2
S714,U05973,02-01-2025,Android,2
S715,U04333,02-01-2025,Android,2
S716,U04521,02-01-2025,Android,1
S717,U01288,02-01-2025,iOS,2
S718,U08910,02-01-2025,Android,2
S719,U02006,02-01-2025,Android,2
S720,U03410,02-01-2025,iOS,1
S721,U02711,02-01-2025,iOS,1
S722,U07933,02-01-2025,Android,2
